id,value
id_0,25.199151882881274
id_1,63.32974462429139
id_2,21.36475585308649
id_3,27.50681757217836
id_4,9.509048594009066
id_5,37.1009253024536
id_6,39.163535523082146
id_7,16.645773138250185
id_8,49.042010262287796
id_9,33.50872685237242
id_10,39.098060890918845
id_11,54.084903633092374
id_12,34.69583124421318
id_13,38.25713318853692
id_14,28.55959872328406
id_15,12.489136833590539
id_16,50.49105666760369
id_17,23.424689146854107
id_18,17.200708844875212
id_19,18.375495904565756
id_20,15.515351617585605
id_21,28.732189631402868
id_22,37.527900075386235
id_23,9.911909806610886
id_24,60.92769843161168
id_25,42.91925532974994
id_26,26.601807799335635
id_27,8.603553366160318
id_28,29.67953338276584
id_29,35.71701473192091
id_30,16.443671930596167
id_31,11.158171255343785
id_32,16.10092798136276
id_33,7.483076326682029
id_34,17.12449808911282
id_35,38.16879342841003
id_36,18.33927443876547
id_37,26.56641410936408
id_38,9.790560528556139
id_39,61.72924246529469
id_40,47.018834465787606
id_41,19.534078128568385
id_42,52.846776689500075
id_43,18.29277943007438
id_44,45.55031921216967
id_45,49.58070057777525
id_46,59.219636638572524
id_47,41.08945385664817
id_48,51.93103239395296
id_49,38.19166060440131
id_50,28.717182230307834
id_51,23.461901475145226
id_52,39.55745604586981
id_53,23.734809136331066
id_54,37.95813071273574
id_55,41.767597276884686
id_56,24.464176306988094
id_57,22.550982688448084
id_58,35.73344033349336
id_59,30.86861044052822
id_60,14.667325939434729
id_61,24.27811175235348
id_62,31.6735924338172
id_63,56.03098677183712
id_64,49.4261241218796
id_65,26.305477730591768
id_66,38.88189164521178
id_67,52.25523783151203
id_68,26.077704033485112
id_69,36.617745515030386
id_70,63.20260594344675
id_71,55.121090341542065
id_72,44.51889328412486
id_73,13.110048539835537
id_74,11.443191866354661
id_75,37.668483480614626
id_76,63.75542815971758
id_77,2.908495241892038
id_78,41.752268596107534
id_79,40.43575832879492
id_80,9.118979127079836
id_81,22.51828539788836
id_82,6.114529776765831
id_83,31.53033341262294
id_84,10.874156094125425
id_85,5.967388140106256
id_86,17.100959015515723
id_87,12.69473041256996
id_88,15.65424908541274
id_89,27.037149821674994
id_90,36.35432090921152
id_91,11.556228200674697
id_92,16.44129845697875
id_93,8.797333580183274
id_94,37.644977079562864
id_95,15.08062625037811
id_96,15.922401595232245
id_97,8.21643266612785
id_98,11.542747510114369
id_99,6.752857730832332
id_100,11.335670896833223
id_101,17.960105057191893
id_102,10.779861388433572
id_103,7.73935070792597
id_104,12.541649827961677
id_105,37.759344222837406
id_106,24.42590575163362
id_107,7.876228657403701
id_108,16.018750006794193
id_109,15.714890612263428
id_110,13.42026299322929
id_111,16.350776273778273
id_112,14.460188880524257
id_113,25.939674036033715
id_114,21.441956247886342
id_115,17.884872106023142
id_116,8.462893643483483
id_117,47.027716036236214
id_118,25.073319461099274
id_119,2.0661782643856
id_120,1.660810362905488
id_121,11.330955723900686
id_122,14.844627160590314
id_123,14.016819316833303
id_124,6.759725286270044
id_125,26.289305169326504
id_126,20.369249560345942
id_127,11.80580407904186
id_128,20.583341784877
id_129,17.85086835758825
id_130,3.863091700422534
id_131,35.03042791740989
id_132,16.708209605428912
id_133,26.96107664036551
id_134,25.793178280840046
id_135,21.99462455468614
id_136,9.617356514181104
id_137,21.490499086255458
id_138,79.28848496423782
id_139,62.80784739325104
id_140,28.29003218573032
id_141,20.419807713866373
id_142,23.623583165687407
id_143,7.03411149331458
id_144,11.155242657124859
id_145,11.038034205966476
id_146,18.23130442215751
id_147,8.549834672567425
id_148,11.65822000411931
id_149,15.493712838832412
id_150,43.20983225315401
id_151,20.60917422204058
id_152,24.67066314913024
id_153,14.313481113562702
id_154,13.098648595713328
id_155,26.136159203291143
id_156,21.345320301577598
id_157,35.84040106283918
id_158,3.888916200236281
id_159,20.469287240381263
id_160,45.11230443822281
id_161,18.83264740759263
id_162,62.21455804844264
id_163,18.540437055244006
id_164,35.09653557198917
id_165,23.776969383116615
id_166,23.0335438342691
id_167,1.3541943740932867
id_168,69.60079030835877
id_169,17.748247234715617
id_170,17.482279225097024
id_171,75.77785208567109
id_172,19.536417412365246
id_173,2.047998475420595
id_174,19.669722356285046
id_175,3.5979965389573403
id_176,6.852068523621249
id_177,21.919488862866906
id_178,20.16082792169594
id_179,21.775490510652663
id_180,44.89250587241044
id_181,30.083345864011562
id_182,28.191432770517494
id_183,11.920828827990075
id_184,6.800909987268041
id_185,40.5383737930807
id_186,37.077019338321016
id_187,39.900802885768684
id_188,16.000023710469577
id_189,21.56864654495041
id_190,14.053298827856429
id_191,16.353887414428765
id_192,31.882866671527452
id_193,75.70356932939401
id_194,28.779503891023335
id_195,12.507284877920561
id_196,63.084411396135685
id_197,16.914967746151515
id_198,18.322602278438474
id_199,22.368254708452895
id_200,147.94521294554704
id_201,24.53379668472489
id_202,57.08466918998245
id_203,6.686641882634143
id_204,60.05538611855874
id_205,37.68930308842051
id_206,13.717749940542708
id_207,13.862361878234989
id_208,64.94930896708495
id_209,17.11445226088841
id_210,32.281167098391265
id_211,69.27478051285811
id_212,20.594225613931638
id_213,108.56208008566418
id_214,41.89320267706684
id_215,76.55144234401362
id_216,106.12386588797314
id_217,76.99563924245646
id_218,28.017086462910505
id_219,20.668612329645875
id_220,31.10442092962829
id_221,51.91650160960398
id_222,27.36804955341796
id_223,40.599154176898644
id_224,41.906565044657384
id_225,7.605498394576768
id_226,3.8622852233209235
id_227,78.34849104666819
id_228,28.75761126597692
id_229,1.4728890711953073
id_230,40.4913190061021
id_231,13.479251686265076
id_232,19.92507562613519
id_233,8.442493494179068
id_234,11.916573211673478
id_235,23.286283591153698
id_236,12.151829677136451
id_237,-0.9340369534343953
id_238,21.938281442130606
id_239,3.0892488386040795
